,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Age
4090,Male,123.0,95.0,41.0,267.4,119.9,56.3,74.0,12.5
3896,Male,152.0,114.99999999999999,38.0,365.8,140.7,77.2,112.00000000000001,15.5
4091,Male,125.0,100.0,36.0,274.1,129.0,60.6,74.1,13.5
3675,Male,120.0,94.0,32.0,202.4,88.2,40.300000000000004,61.0,11.5
3894,Male,99.0,76.0,27.0,125.89999999999999,52.6,28.499999999999996,43.0,13.5
3677,Male,121.0,98.0,33.0,224.9,98.4,44.4,71.1,12.5
3679,Male,122.0,90.0,38.0,216.1,103.4,49.9,58.699999999999996,11.5
3670,Male,118.0,93.0,27.0,197.9,84.7,39.8,56.00000000000001,9.5
3237,Male,127.0,102.0,31.0,231.2,85.6,57.8,63.0,19.5
3238,Male,139.0,106.0,30.0,295.4,127.49999999999999,60.5,86.0,15.5
3900,Male,89.0,69.0,28.000000000000004,95.2,41.099999999999994,20.3,21.7,16.5
3249,Male,60.0,48.0,18.0,32.2,14.499999999999998,7.8,10.0,7.5
3248,Male,119.0,100.0,33.0,212.0,80.4,56.00000000000001,55.00000000000001,12.5
4085,Male,117.0,102.0,32.0,243.6,127.8,48.2,60.0,12.5
3906,Male,49.0,36.0,13.0,12.7,4.9,2.7,4.0,5.5
3246,Male,110.00000000000001,87.0,32.0,181.2,68.4,43.8,59.0,14.5
3466,Male,128.0,100.0,34.0,290.9,128.4,71.5,70.8,10.5
3242,Male,127.0,96.0,38.0,293.4,116.5,60.6,84.0,16.5
3905,Male,76.0,54.0,19.0,43.8,16.7,10.299999999999999,14.000000000000002,7.5
3655,Male,106.0,82.0,25.0,153.8,69.2,34.6,43.0,10.5
3657,Male,107.0,81.0,28.000000000000004,146.3,67.2,31.2,38.0,8.5
3904,Male,114.99999999999999,94.0,33.0,170.6,58.4,35.8,70.0,17.5
3659,Male,109.00000000000001,82.0,28.000000000000004,147.4,69.8,30.0,42.4,10.5
3241,Male,130.0,105.0,38.0,299.90000000000003,125.29999999999998,80.10000000000001,79.0,15.5
3903,Male,127.0,96.0,47.0,212.8,82.6,45.6,72.0,17.5
3240,Male,111.00000000000001,87.0,27.0,171.6,75.4,31.7,57.99999999999999,16.5
3252,Male,96.0,76.0,26.0,123.50000000000001,60.0,28.4,35.0,13.5
3821,Male,119.0,92.0,31.0,206.0,85.5,41.4,66.10000000000001,11.5
0,Male,91.0,73.0,19.0,102.8,44.9,20.2,30.0,16.5
3051,Male,119.0,96.0,28.000000000000004,182.5,81.89999999999999,36.5,57.8,10.5
976,Male,106.0,81.0,25.0,130.29999999999998,54.300000000000004,32.1,37.2,8.5
973,Male,105.0,80.0,28.000000000000004,146.5,66.8,31.5,34.0,12.5
971,Male,103.0,78.0,31.0,142.5,73.9,27.399999999999995,31.0,8.5
969,Male,102.0,82.0,28.999999999999996,159.2,77.3,36.3,39.1,9.5
968,Male,102.0,81.0,30.0,140.7,69.4,26.8,37.7,9.5
965,Male,102.0,78.0,27.0,153.8,78.7,29.099999999999998,38.0,9.5
963,Male,101.0,82.0,25.0,128.4,57.8,26.6,31.0,10.5
960,Male,100.0,80.0,25.0,134.5,67.2,24.0,36.5,8.5
959,Male,100.0,77.0,27.0,128.5,63.9,25.8,30.7,8.5
957,Male,100.0,78.0,27.0,131.9,62.9,30.7,31.3,7.5
956,Male,99.0,80.0,27.0,122.0,54.400000000000006,28.7,28.800000000000004,8.5
955,Male,99.0,79.0,27.0,126.69999999999999,60.699999999999996,25.900000000000002,29.9,9.5
954,Male,98.0,77.0,25.0,129.8,64.0,24.8,33.900000000000006,9.5
952,Male,96.0,73.0,24.0,120.30000000000001,62.4,23.4,28.000000000000004,8.5
951,Male,96.0,72.0,20.0,87.8,38.8,19.8,23.0,9.5
950,Male,96.0,77.0,28.999999999999996,128.0,58.5,28.1,31.5,7.5
949,Male,96.0,75.0,23.0,135.3,64.1,21.3,34.0,7.5
866,Male,121.0,91.0,32.0,220.7,84.2,60.3,65.0,10.5
869,Male,123.0,102.0,30.0,259.2,109.00000000000001,66.3,64.0,10.5
870,Male,123.0,101.0,33.0,268.0,106.3,56.3,82.0,13.5
872,Male,124.0,100.0,33.0,261.4,127.1,50.9,63.0,10.5
875,Male,126.0,101.0,33.0,252.0,90.5,55.1,81.2,15.5
876,Male,127.0,102.0,34.0,271.09999999999997,123.8,61.0,78.0,10.5
978,Male,107.0,86.0,28.000000000000004,143.3,57.099999999999994,31.900000000000002,43.1,9.5
880,Male,130.0,105.0,35.0,294.3,135.0,63.0,79.8,12.5
882,Male,131.0,115.99999999999999,41.0,416.09999999999997,191.8,68.30000000000001,120.19999999999999,18.5
883,Male,132.0,106.0,34.0,278.1,118.10000000000001,42.4,90.6,16.5
884,Male,132.0,104.0,38.0,311.6,151.0,59.599999999999994,80.0,11.5
891,Male,146.0,119.0,46.0,565.1,229.3,83.8,179.4,18.5
945,Male,94.0,73.0,24.0,122.39999999999999,65.4,30.0,28.000000000000004,9.5
947,Male,95.0,74.0,25.0,107.4,44.4,24.3,30.0,10.5
881,Male,131.0,104.0,33.0,281.9,117.19999999999999,58.20000000000001,81.0,10.5
864,Male,120.0,99.0,35.0,258.0,121.2,55.2,68.89999999999999,12.5
979,Male,107.0,87.0,28.000000000000004,174.8,74.7,45.8,43.9,9.5
985,Male,113.99999999999999,90.0,31.0,238.7,102.60000000000001,42.0,68.6,11.5
1045,Male,138.0,101.0,40.0,374.4,178.6,80.30000000000001,96.0,11.5
1044,Male,138.0,105.0,35.0,340.09999999999997,165.1,72.4,81.0,9.5
1043,Male,136.0,107.0,37.0,321.4,144.9,64.3,99.6,13.5
1040,Male,134.0,105.0,33.0,321.7,136.4,62.9,80.10000000000001,12.5
1038,Male,132.0,99.0,39.0,325.5,118.8,71.89999999999999,97.0,11.5
1037,Male,132.0,107.0,38.0,318.1,128.5,59.4,103.49999999999999,10.5
1033,Male,130.0,105.0,37.0,324.4,132.9,64.5,95.4,11.5
1032,Male,130.0,104.0,42.0,335.70000000000005,133.29999999999998,61.6,92.0,12.5
1031,Male,130.0,99.0,32.0,260.8,113.99999999999999,62.4,74.5,10.5
1028,Male,129.0,100.0,35.0,267.7,126.6,59.8,69.8,12.5
1026,Male,129.0,104.0,35.0,312.2,141.8,71.1,80.0,9.5
1025,Male,129.0,104.0,35.0,327.2,155.8,68.4,86.4,12.5
1021,Male,128.0,101.0,31.0,280.5,141.0,53.1,67.0,11.5
1020,Male,127.0,105.0,37.0,281.3,136.8,60.0,74.9,11.5
1019,Male,127.0,98.0,35.0,275.0,124.6,54.1,79.0,12.5
1018,Male,126.0,96.0,30.0,235.70000000000002,103.69999999999999,49.6,64.7,9.5
1016,Male,126.0,97.0,31.0,255.6,127.4,55.00000000000001,62.0,9.5
987,Male,113.99999999999999,89.0,28.000000000000004,212.7,105.3,43.9,48.0,9.5
988,Male,113.99999999999999,92.0,34.0,180.7,81.5,38.7,42.8,8.5
989,Male,114.99999999999999,95.0,32.0,222.8,99.1,54.900000000000006,57.99999999999999,10.5
993,Male,115.99999999999999,91.0,30.0,202.4,99.7,42.3,56.699999999999996,11.5
995,Male,115.99999999999999,98.0,26.0,226.7,117.19999999999999,51.300000000000004,47.4,10.5
996,Male,118.0,93.0,31.0,227.2,104.89999999999999,52.300000000000004,55.00000000000001,12.5
984,Male,113.99999999999999,90.0,31.0,239.0,112.5,51.300000000000004,59.0,11.5
997,Male,118.0,94.0,32.0,241.2,95.8,48.5,61.8,9.5
1003,Male,119.0,91.0,30.0,208.8,103.60000000000001,44.1,54.0,10.5
1005,Male,121.0,95.0,31.0,232.20000000000002,114.4,49.1,55.00000000000001,10.5
1006,Male,121.0,94.0,33.0,246.3,120.5,52.400000000000006,58.5,12.5
1007,Male,122.0,94.0,30.0,232.50000000000003,112.99999999999999,51.6,61.7,12.5
1008,Male,122.0,95.0,31.0,233.6,110.79999999999998,47.8,65.9,11.5
1012,Male,125.0,98.0,35.0,266.5,114.1,54.2,81.0,11.5
1001,Male,119.0,95.0,33.0,242.60000000000002,124.2,48.699999999999996,54.79999999999999,10.5
1048,Male,142.0,112.99999999999999,41.0,439.59999999999997,202.4,104.5,109.5,12.5
862,Male,120.0,95.0,35.0,268.9,109.79999999999998,57.49999999999999,72.0,12.5
856,Male,118.0,95.0,33.0,215.39999999999998,90.9,48.8,61.9,10.5
773,Male,91.0,68.0,27.0,92.4,33.5,31.6,24.0,10.5
772,Male,77.0,55.00000000000001,23.0,53.7,19.5,16.5,17.0,9.5
767,Male,69.0,54.0,19.0,39.4,13.3,10.0,14.000000000000002,10.5
765,Male,109.00000000000001,90.0,30.0,195.6,67.30000000000001,38.1,60.0,12.5
763,Male,128.0,102.0,38.0,322.6,124.30000000000001,72.2,94.0,15.5
760,Male,117.0,81.0,30.0,251.29999999999998,87.0,40.4,65.0,16.5
759,Male,113.99999999999999,86.0,24.0,212.3,69.6,33.4,62.0,16.5
758,Male,113.99999999999999,88.0,31.0,223.2,95.5,46.300000000000004,54.0,14.5
756,Male,123.0,105.0,31.0,227.5,73.4,47.2,74.0,21.5
755,Male,124.0,101.0,37.0,305.5,138.0,73.6,70.0,14.5
754,Male,130.0,103.0,35.0,296.09999999999997,105.89999999999999,54.400000000000006,105.0,21.5
751,Male,97.0,71.0,24.0,109.4,43.0,32.300000000000004,28.000000000000004,11.5
749,Male,139.0,103.0,35.0,303.3,115.6,82.1,78.0,16.5
748,Male,107.0,84.0,26.0,161.1,60.199999999999996,36.2,56.00000000000001,15.5
747,Male,104.0,77.0,28.000000000000004,131.9,49.7,40.699999999999996,32.0,10.5
744,Male,106.0,83.0,26.0,168.5,55.00000000000001,38.9,53.0,21.5
740,Male,106.0,88.0,41.0,167.0,64.0,43.5,49.0,15.5
722,Male,111.00000000000001,88.0,30.0,218.4,83.2,42.4,88.1,16.5
723,Male,105.0,82.0,26.0,198.0,77.3,48.6,59.0,16.5
724,Male,93.0,72.0,16.0,97.6,38.2,25.0,31.0,12.5
726,Male,80.0,61.0,17.0,59.4,21.6,14.099999999999998,20.0,11.5
728,Male,101.0,80.0,25.0,154.0,54.7,31.8,51.0,14.5
730,Male,105.0,80.0,26.0,165.9,48.1,36.5,55.00000000000001,12.5
774,Male,98.0,76.0,28.000000000000004,152.1,49.0,33.4,37.0,11.5
731,Male,109.00000000000001,84.0,26.0,175.8,74.8,33.900000000000006,46.0,14.5
733,Male,101.0,76.0,26.0,131.2,45.4,35.699999999999996,44.0,14.5
734,Male,105.0,85.0,24.0,173.3,56.49999999999999,35.2,57.99999999999999,19.5
735,Male,102.0,78.0,25.0,131.29999999999998,52.400000000000006,36.7,35.0,11.5
736,Male,104.0,77.0,23.0,133.8,47.699999999999996,34.4,41.0,13.5
738,Male,107.0,82.0,27.0,172.4,57.099999999999994,30.5,64.0,15.5
739,Male,89.0,69.0,18.0,75.9,28.6,14.800000000000002,25.0,11.5
732,Male,104.0,80.0,24.0,164.6,59.599999999999994,36.1,53.0,16.5
857,Male,118.0,92.0,26.0,220.4,91.0,41.099999999999994,66.0,13.5
775,Male,106.0,82.0,33.0,146.4,37.8,34.0,62.0,12.5
777,Male,98.0,76.0,28.000000000000004,127.69999999999999,46.1,28.4,39.0,14.5
854,Male,113.99999999999999,87.0,26.0,150.7,69.8,35.099999999999994,38.8,11.5
853,Male,113.99999999999999,91.0,30.0,190.4,77.9,43.1,54.900000000000006,10.5
852,Male,112.99999999999999,90.0,31.0,211.90000000000003,94.69999999999999,48.0,53.0,11.5
851,Male,111.00000000000001,87.0,28.999999999999996,193.70000000000002,99.7,33.6,47.699999999999996,10.5
849,Male,110.00000000000001,90.0,30.0,202.89999999999998,81.4,40.300000000000004,57.49999999999999,11.5
845,Male,108.0,81.0,25.0,178.2,96.3,38.3,40.4,10.5
844,Male,105.0,79.0,26.0,152.7,67.5,28.499999999999996,45.0,9.5
843,Male,101.0,88.0,28.000000000000004,165.5,68.30000000000001,37.1,47.8,9.5
842,Male,100.0,80.0,25.0,119.5,54.0,25.5,33.2,10.5
840,Male,98.0,77.0,25.0,121.8,61.3,19.2,35.5,9.5
836,Male,94.0,75.0,24.0,116.10000000000001,53.2,18.7,33.8,9.5
830,Male,83.0,61.0,20.0,65.0,31.2,10.100000000000001,18.2,7.5
810,Male,101.0,81.0,28.000000000000004,175.0,53.300000000000004,34.8,56.99999999999999,13.5
805,Male,81.0,61.0,24.0,63.7,24.7,18.099999999999998,19.0,8.5
804,Male,103.0,76.0,27.0,132.29999999999998,57.49999999999999,41.9,31.0,11.5
802,Male,85.0,66.0,26.0,88.1,30.4,18.7,31.0,10.5
801,Male,90.0,67.0,25.0,69.8,23.8,21.099999999999998,23.0,11.5
778,Male,93.0,70.0,28.000000000000004,115.10000000000001,40.300000000000004,30.099999999999998,38.0,16.5
780,Male,112.00000000000001,82.0,33.0,186.0,70.1,47.4,60.0,14.5
781,Male,101.0,77.0,30.0,128.29999999999998,49.2,30.4,43.0,13.5
782,Male,103.0,87.0,28.999999999999996,176.29999999999998,58.4,41.2,51.0,11.5
785,Male,110.00000000000001,83.0,35.0,208.4,65.9,46.5,58.099999999999994,16.5
787,Male,99.0,77.0,27.0,141.8,42.2,27.500000000000004,52.400000000000006,13.5
776,Male,101.0,77.0,28.999999999999996,135.5,47.2,35.8,40.0,16.5
792,Male,94.0,74.0,36.0,102.0,38.3,25.7,32.5,10.5
794,Male,115.99999999999999,93.0,32.0,206.9,63.0,52.0,72.7,13.5
795,Male,103.0,81.0,28.999999999999996,139.0,43.0,32.7,46.8,16.5
796,Male,106.0,82.0,31.0,143.1,56.10000000000001,33.7,42.8,12.5
797,Male,88.0,67.0,22.0,78.8,31.4,19.2,24.4,10.5
798,Male,104.0,84.0,32.0,149.0,51.0,31.4,57.699999999999996,12.5
800,Male,92.0,68.0,27.0,99.0,33.1,23.4,37.0,11.5
793,Male,114.99999999999999,90.0,33.0,184.3,65.5,45.0,51.2,13.5
721,Male,111.00000000000001,91.0,32.0,211.50000000000003,78.5,45.6,58.599999999999994,14.5
1049,Male,143.0,112.99999999999999,35.0,390.5,152.89999999999998,83.7,82.69999999999999,11.5
1080,Male,86.0,67.0,24.0,79.4,39.7,17.299999999999997,20.7,8.5
1395,Male,128.0,105.0,36.0,262.7,97.3,59.9,81.5,11.5
1394,Male,128.0,112.99999999999999,46.0,304.2,128.8,74.4,81.2,16.5
1393,Male,127.0,102.0,31.0,197.2,81.0,45.1,62.0,11.5
1392,Male,127.0,95.0,34.0,238.7,104.1,53.900000000000006,73.3,11.5
1389,Male,127.0,98.0,32.0,220.2,106.80000000000001,37.3,69.1,11.5
1388,Male,126.0,99.0,32.0,218.6,99.4,44.2,63.0,13.5
1386,Male,126.0,97.0,28.999999999999996,212.4,101.29999999999998,35.699999999999996,67.30000000000001,13.5
1380,Male,125.0,91.0,34.0,216.4,99.1,46.9,63.0,10.5
1377,Male,124.0,99.0,36.0,251.10000000000002,115.3,50.8,71.0,13.5
1376,Male,124.0,102.0,35.0,256.3,114.3,47.699999999999996,78.0,11.5
1374,Male,123.0,96.0,35.0,223.59999999999997,89.2,63.9,60.0,10.5
1373,Male,123.0,95.0,34.0,225.8,95.89999999999999,60.4,60.0,11.5
1371,Male,123.0,100.0,34.0,210.8,96.89999999999999,45.6,59.0,11.5
1370,Male,123.0,94.0,33.0,225.59999999999997,89.3,43.9,68.0,11.5
1368,Male,122.0,92.0,32.0,200.0,98.8,39.4,55.00000000000001,11.5
1367,Male,122.0,96.0,34.0,227.4,91.3,57.99999999999999,69.4,11.5
1365,Male,122.0,95.0,34.0,205.29999999999998,87.0,46.7,60.699999999999996,11.5
1340,Male,117.0,93.0,31.0,182.9,91.10000000000001,39.300000000000004,47.0,10.5
1341,Male,117.0,98.0,37.0,234.20000000000002,104.4,50.7,67.0,11.5
1343,Male,117.0,92.0,33.0,222.7,116.5,46.9,54.79999999999999,11.5
1344,Male,117.0,94.0,33.0,281.8,160.0,45.8,59.0,11.5
1345,Male,117.0,95.0,30.0,213.0,106.3,39.8,57.699999999999996,11.5
1346,Male,117.0,90.0,36.0,159.9,67.2,37.1,47.4,9.5
1396,Male,129.0,102.0,32.0,236.7,111.20000000000002,47.699999999999996,69.0,12.5
1348,Male,118.0,94.0,36.0,237.4,119.7,45.4,62.0,10.5
1352,Male,120.0,95.0,34.0,226.29999999999998,101.6,54.400000000000006,61.8,11.5
1353,Male,120.0,96.0,31.0,202.8,90.2,37.7,65.0,12.5
1357,Male,120.0,92.0,31.0,191.9,89.1,37.8,59.0,12.5
1359,Male,121.0,98.0,28.000000000000004,195.1,83.8,41.2,63.0,11.5
1363,Male,122.0,90.0,30.0,174.2,81.4,36.7,50.0,11.5
1364,Male,122.0,96.0,33.0,248.8,126.89999999999999,51.4,61.0,13.5
1349,Male,118.0,91.0,31.0,177.1,77.6,37.6,55.00000000000001,11.5
1338,Male,115.99999999999999,91.0,27.0,159.1,81.0,33.4,40.8,11.5
1397,Male,129.0,100.0,39.0,280.2,123.30000000000001,70.3,74.5,11.5
1401,Male,130.0,105.0,35.0,307.3,137.3,71.7,81.0,12.5
1498,Male,125.0,94.0,36.0,227.2,90.2,64.9,61.0,12.5
1497,Male,125.0,104.0,35.0,282.1,138.2,64.4,69.3,11.5
1496,Male,124.0,96.0,33.0,214.5,96.3,47.0,62.4,10.5
1494,Male,124.0,97.0,31.0,209.80000000000004,92.4,46.2,50.0,11.5
1488,Male,120.0,93.0,40.0,251.8,128.1,39.7,71.4,10.5
1487,Male,120.0,91.0,31.0,189.0,87.3,41.699999999999996,50.0,9.5
1483,Male,118.0,88.0,30.0,174.5,77.4,43.0,49.0,9.5
1482,Male,117.0,91.0,30.0,181.2,81.89999999999999,46.0,46.7,9.5
1479,Male,114.99999999999999,92.0,33.0,183.1,80.10000000000001,49.3,47.699999999999996,9.5
1478,Male,114.99999999999999,93.0,30.0,216.0,119.0,41.3,47.6,10.5
1477,Male,113.99999999999999,89.0,30.0,197.5,100.8,41.4,49.8,9.5
1474,Male,110.00000000000001,85.0,32.0,158.6,68.6,40.699999999999996,43.0,10.5
1471,Male,106.0,80.0,25.0,151.5,79.6,30.2,35.0,9.5
1469,Male,105.0,80.0,28.000000000000004,144.1,73.7,28.999999999999996,34.699999999999996,9.5
1468,Male,104.0,80.0,25.0,111.79999999999998,50.8,27.800000000000004,29.799999999999997,9.5
1466,Male,103.0,85.0,28.999999999999996,187.3,99.4,36.2,43.7,9.5
1463,Male,101.0,77.0,21.0,110.5,47.8,24.9,31.1,10.5
1402,Male,130.0,102.0,38.0,308.4,143.1,74.7,75.0,10.5
1405,Male,131.0,107.0,41.0,328.90000000000003,146.1,71.89999999999999,92.0,14.5
1407,Male,131.0,98.0,35.0,271.7,127.89999999999999,58.8,73.0,11.5
1413,Male,135.0,109.00000000000001,37.0,347.5,175.2,62.7,93.8,14.5
1414,Male,137.0,109.00000000000001,41.0,358.5,162.9,83.2,92.2,10.5
1417,Male,141.0,112.99999999999999,103.0,442.0,221.5,97.3,102.4,11.5
1398,Male,129.0,105.0,32.0,301.5,149.10000000000002,49.0,86.5,12.5
1418,Male,141.0,111.00000000000001,43.0,428.2,209.3,76.6,105.60000000000001,12.5
1443,Male,83.0,63.0,23.0,77.9,40.300000000000004,13.0,20.6,10.5
1447,Male,88.0,64.0,24.0,91.3,48.699999999999996,18.4,20.5,9.5
1449,Male,90.0,67.0,25.0,89.5,43.3,25.2,22.0,7.5
1455,Male,95.0,74.0,25.0,129.8,69.4,27.200000000000003,28.4,9.5
1460,Male,97.0,78.0,17.0,128.7,58.9,20.6,39.6,9.5
1461,Male,97.0,74.0,26.0,105.2,49.7,21.0,31.1,7.5
1422,Male,144.0,114.99999999999999,43.0,434.6,190.3,112.79999999999998,107.3,13.5
1052,Male,153.0,120.0,44.0,460.40000000000003,201.40000000000003,101.8,124.10000000000001,13.5
1337,Male,115.99999999999999,92.0,31.0,287.9,134.3,54.6,59.099999999999994,11.5
1333,Male,113.99999999999999,87.0,25.0,179.29999999999998,76.6,36.7,55.00000000000001,10.5
1159,Male,121.0,96.0,34.0,236.7,116.40000000000002,47.3,63.4,11.5
1158,Male,121.0,95.0,28.000000000000004,223.5,111.00000000000001,51.4,54.79999999999999,10.5
1156,Male,120.0,93.0,31.0,203.29999999999998,102.4,49.3,45.0,11.5
1154,Male,120.0,91.0,34.0,238.3,139.2,47.9,48.0,9.5
1152,Male,118.0,94.0,30.0,199.10000000000002,96.2,46.4,48.0,9.5
1151,Male,117.0,93.0,32.0,191.1,91.9,47.2,53.0,8.5
1150,Male,117.0,92.0,28.999999999999996,186.7,95.6,36.5,47.0,10.5
1148,Male,115.99999999999999,90.0,28.999999999999996,200.5,109.4,39.5,45.9,9.5
1147,Male,115.99999999999999,90.0,28.000000000000004,192.3,97.2,36.3,50.6,10.5
1146,Male,115.99999999999999,89.0,27.0,162.8,75.5,38.3,44.0,10.5
1145,Male,115.99999999999999,91.0,39.0,371.8,189.0,85.2,88.2,10.5
1144,Male,115.99999999999999,91.0,30.0,222.8,95.3,43.1,53.0,9.5
1143,Male,114.99999999999999,89.0,28.999999999999996,169.4,83.0,38.9,44.0,10.5
1142,Male,114.99999999999999,89.0,34.0,204.5,109.79999999999998,43.5,45.6,10.5
1140,Male,114.99999999999999,91.0,27.0,181.4,84.89999999999999,39.4,52.0,10.5
1138,Male,114.99999999999999,87.0,28.000000000000004,169.1,80.2,38.2,44.4,10.5
1133,Male,113.99999999999999,92.0,30.0,207.50000000000003,108.3,40.699999999999996,50.0,10.5
1093,Male,94.0,72.0,21.0,108.80000000000001,54.0,27.900000000000002,25.8,8.5
1098,Male,98.0,93.0,25.0,104.5,47.0,26.0,28.199999999999996,8.5
1102,Male,100.0,78.0,25.0,104.3,49.7,23.4,26.200000000000003,7.5
1109,Male,104.0,80.0,28.999999999999996,155.29999999999998,70.5,36.9,37.0,10.5
1115,Male,105.0,81.0,24.0,151.1,75.1,31.1,40.2,10.5
1120,Male,109.00000000000001,78.0,27.0,156.7,84.5,36.3,31.2,8.5
1161,Male,122.0,97.0,32.0,202.89999999999998,106.3,42.4,48.3,9.5
1121,Male,109.00000000000001,82.0,24.0,158.6,86.8,28.1,38.0,10.5
1125,Male,110.00000000000001,85.0,30.0,166.3,82.2,35.3,43.3,11.5
1126,Male,112.00000000000001,86.0,28.999999999999996,179.9,92.8,35.5,46.8,10.5
1127,Male,112.00000000000001,89.0,32.0,179.29999999999998,84.0,43.5,44.3,9.5
1129,Male,112.00000000000001,83.0,28.999999999999996,170.4,86.0,37.7,41.0,9.5
1130,Male,112.99999999999999,91.0,30.0,191.9,91.3,47.9,46.0,10.5
1131,Male,112.99999999999999,87.0,30.0,198.0,115.9,36.5,41.2,9.5
1122,Male,109.00000000000001,83.0,28.000000000000004,164.0,92.30000000000001,25.4,43.6,10.5
1336,Male,114.99999999999999,92.0,31.0,178.4,88.3,35.2,44.0,11.5
1162,Male,122.0,97.0,28.999999999999996,266.1,156.6,45.1,57.3,10.5
1164,Male,123.0,92.0,34.0,211.3,96.3,54.400000000000006,54.0,11.5
1331,Male,113.99999999999999,87.0,34.0,174.6,76.4,36.6,54.1,11.5
1327,Male,112.99999999999999,78.0,25.0,148.8,70.4,26.0,33.7,12.5
1326,Male,112.99999999999999,89.0,30.0,159.2,72.7,36.8,43.8,9.5
1316,Male,111.00000000000001,88.0,28.000000000000004,174.10000000000002,81.4,31.2,51.0,10.5
1313,Male,110.00000000000001,86.0,30.0,174.9,82.6,38.1,49.6,10.5
1304,Male,107.0,87.0,30.0,143.4,69.5,28.9,38.8,10.5
1296,Male,105.0,84.0,31.0,168.4,85.6,28.299999999999997,40.9,10.5
1282,Male,100.0,84.0,27.0,135.3,60.4,28.299999999999997,41.3,10.5
1280,Male,99.0,79.0,24.0,110.6,44.8,27.500000000000004,33.4,9.5
1208,Male,151.0,115.99999999999999,41.0,401.3,165.9,80.30000000000001,119.0,11.5
1205,Male,149.0,112.99999999999999,43.0,386.2,179.2,91.7,100.0,12.5
1204,Male,147.0,117.0,37.0,424.8,190.4,110.00000000000001,100.0,12.5
1202,Male,145.0,101.0,37.0,395.6,205.20000000000002,85.1,90.10000000000001,13.5
1201,Male,144.0,112.99999999999999,28.999999999999996,237.4,138.2,38.9,53.7,9.5
1198,Male,143.0,107.0,38.0,335.1,177.8,62.6,84.0,11.5
1197,Male,143.0,110.00000000000001,38.0,400.90000000000003,209.3,81.4,101.49999999999999,13.5
1193,Male,140.0,114.99999999999999,38.0,454.6,219.0,83.6,127.60000000000001,13.5
1167,Male,124.0,94.0,27.0,203.9,106.3,40.1,49.5,9.5
1168,Male,124.0,90.0,40.0,171.6,85.7,30.5,48.1,9.5
1171,Male,125.0,96.0,37.0,241.29999999999998,117.40000000000002,57.99999999999999,57.2,9.5
1172,Male,126.0,94.0,31.0,226.5,117.8,42.2,57.4,9.5
1173,Male,126.0,100.0,35.0,252.89999999999998,112.7,61.3,68.5,11.5
1175,Male,128.0,103.0,33.0,273.8,126.4,68.30000000000001,71.6,11.5
1163,Male,122.0,94.0,33.0,210.4,99.6,48.4,53.400000000000006,10.5
1176,Male,129.0,106.0,39.0,278.0,129.29999999999998,58.9,74.7,11.5
1180,Male,131.0,103.0,32.0,262.0,110.6,73.8,69.0,12.5
1183,Male,133.0,105.0,32.0,272.6,125.8,55.8,68.0,9.5
1187,Male,137.0,104.0,33.0,303.8,139.8,73.7,80.0,11.5
1189,Male,138.0,106.0,42.0,316.6,147.10000000000002,81.0,77.3,13.5
1191,Male,139.0,112.00000000000001,37.0,348.0,177.0,74.3,87.5,11.5
1192,Male,140.0,112.99999999999999,36.0,350.2,179.0,67.10000000000001,89.2,10.5
1179,Male,130.0,100.0,31.0,240.39999999999998,112.99999999999999,62.7,58.8,12.5
1499,Male,126.0,94.0,28.999999999999996,220.1,104.0,52.0,55.2,10.5
714,Male,70.0,51.0,16.0,38.3,16.0,7.7,12.6,10.5
711,Male,75.0,60.0,20.0,49.3,20.8,9.5,16.6,12.5
266,Male,104.0,90.0,30.0,179.0,72.3,37.2,47.0,15.5
264,Male,54.0,40.0,16.0,24.099999999999998,9.3,5.6,8.0,7.5
262,Male,106.0,84.0,33.0,178.9,63.800000000000004,47.8,49.0,12.5
257,Male,109.00000000000001,92.0,32.0,179.5,68.2,33.1,69.0,11.5
256,Male,112.00000000000001,90.0,37.0,214.0,76.1,35.0,82.0,20.5
255,Male,112.00000000000001,90.0,35.0,202.2,76.7,41.3,74.0,16.5
254,Male,120.0,99.0,33.0,248.3,97.0,55.50000000000001,68.0,16.5
251,Male,118.0,94.0,36.0,224.7,84.1,56.10000000000001,72.0,14.5
240,Male,112.99999999999999,85.0,32.0,188.5,69.89999999999999,43.7,55.00000000000001,18.5
232,Male,125.0,101.0,43.0,289.1,99.2,57.4,87.0,23.5
231,Male,112.99999999999999,88.0,35.0,180.5,62.0,38.6,65.0,15.5
230,Male,111.00000000000001,89.0,27.0,167.2,67.2,32.5,55.00000000000001,14.5
218,Male,94.0,72.0,27.0,100.2,33.300000000000004,23.0,33.0,11.5
216,Male,90.0,70.0,26.0,92.0,34.8,22.2,27.0,9.5
215,Male,110.00000000000001,81.0,28.000000000000004,160.5,48.8,32.7,51.0,11.5
213,Male,100.0,81.0,28.000000000000004,123.10000000000001,48.2,27.1,41.0,10.5
211,Male,67.0,50.0,18.0,36.2,15.1,8.3,12.0,8.5
172,Male,105.0,87.0,31.0,213.0,97.2,46.6,56.99999999999999,9.5
179,Male,115.99999999999999,95.0,30.0,194.0,77.0,43.3,70.0,12.5
180,Male,113.99999999999999,96.0,36.0,187.9,79.8,40.0,59.0,15.5
181,Male,128.0,102.0,35.0,273.6,103.0,53.2,113.99999999999999,22.5
